qid,question,topic_key,topic,gold_row_no,gold_chroma_id,gold_title,linh_vuc,variant,difficulty,in_scope,oos_kind,chosen_tool,expected,hit
Q0457,tạm ngừng kinh doanh của hộ kinh doanh làm online được không,tam_ngung_kinh_doanh,tạm ngừng kinh doanh của hộ kinh doanh,36,35,Tạm ngừng kinh doanh/tiếp tục kinh doanh trước thời hạn đã thông báo của hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0458,tạm ngừng kinh doanh của hộ kinh doanh lệ phí bao nhiêu,tam_ngung_kinh_doanh,tạm ngừng kinh doanh của hộ kinh doanh,36,35,Tạm ngừng kinh doanh/tiếp tục kinh doanh trước thời hạn đã thông báo của hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0459,tạm ngừng kinh doanh của hộ kinh doanh có mất phí không,tam_ngung_kinh_doanh,tạm ngừng kinh doanh của hộ kinh doanh,36,35,Tạm ngừng kinh doanh/tiếp tục kinh doanh trước thời hạn đã thông báo của hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0460,hồ sơ tạm ngừng kinh doanh của hộ kinh doanh gồm những gì,tam_ngung_kinh_doanh,tạm ngừng kinh doanh của hộ kinh doanh,36,35,Tạm ngừng kinh doanh/tiếp tục kinh doanh trước thời hạn đã thông báo của hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0461,"Toi muon nghi ban vai thang roi mo lai, co phai bao khong",tam_ngung_kinh_doanh,tạm ngừng kinh doanh của hộ kinh doanh,36,35,Tạm ngừng kinh doanh/tiếp tục kinh doanh trước thời hạn đã thông báo của hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,no_diacritics,hard,1,,none,get_procedure|search_procedures,0
Q0462,tt tạm ngừng kinh doanh hộ cá thể,tam_ngung_kinh_doanh,tạm ngừng kinh doanh của hộ kinh doanh,36,35,Tạm ngừng kinh doanh/tiếp tục kinh doanh trước thời hạn đã thông báo của hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,abbrev,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0463,"Tôi muốn nghỉ bán vàitháng rồi mở lại, có phải báo không",tam_ngung_kinh_doanh,tạm ngừng kinh doanh của hộ kinh doanh,36,35,Tạm ngừng kinh doanh/tiếp tục kinh doanh trước thời hạn đã thông báo của hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,typo,hard,1,,none,get_procedure|search_procedures,0
Q0464,tạm ngừng kinh doanh của hộ kinh doanh bao lâu,tam_ngung_kinh_doanh,tạm ngừng kinh doanh của hộ kinh doanh,36,35,Tạm ngừng kinh doanh/tiếp tục kinh doanh trước thời hạn đã thông báo của hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0465,"a ơi tôi muốn nghỉ bán vài tháng rồi mở lại, có phải báo không với ạ",tam_ngung_kinh_doanh,tạm ngừng kinh doanh của hộ kinh doanh,36,35,Tạm ngừng kinh doanh/tiếp tục kinh doanh trước thời hạn đã thông báo của hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,colloquial,medium,1,,none,get_procedure|search_procedures,0
Q0466,Tôi đóng cửa tiệm luôn thì cần trả giấy phép không,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0467,Giải thể hộ kinh doanh làm thủ tục ở đâu,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0468,chấm dứt hoạt động hộ kinh doanh có mất phí không,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0469,chấm dứt hoạt động hộ kinh doanh lệ phí bao nhiêu,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0470,chấm dứt hoạt động hộ kinh doanh mất bao lâu,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0471,hồ sơ chấm dứt hoạt động hộ kinh doanh gồm những gì,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0472,chấm dứt hoạt động hộ kinh doanh cần giấy tờ gì,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0473,chấm dứt hoạt động hộ kinh doanh nộp ở đâu,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0474,chấm dứt hoạt động hộ kinh doanh bao nhiêu ngày thì xong,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0475,chấm dứt hoạt động hộ kinh doanh làm online được không,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0476,Toi dong cua tiem luon thi can tra giay phep khong,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0477,t đóng cửa tiệm luôn thì cần trả giấy phép ko,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,abbrev,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0478,Giải thểể hộ kinh doanh làm thủ tục ở đâu,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0479,chấm dứt hoạt động hộ kinh doanh ở đâu,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0480,cho e hỏi với chấm dứt hoạt động hộ kinh doanh cần giấy tờ gì vs ạ,cham_dut_kinh_doanh,chấm dứt hoạt động hộ kinh doanh,37,36,Chấm dứt hoạt động hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,colloquial,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0481,"Giấy phép kinh doanh của tôi bị mất, xin cấp lại được không",cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,situational,hard,1,,get_procedure,get_procedure|search_procedures,1
Q0482,Giấy chứng nhận hộ kinh doanh bị cháy thì làm sao,cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0483,cấp lại giấy chứng nhận đăng ký hộ kinh doanh cần giấy tờ gì,cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0484,cấp lại giấy chứng nhận đăng ký hộ kinh doanh làm online được không,cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0485,cấp lại giấy chứng nhận đăng ký hộ kinh doanh mất bao lâu,cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_time,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0486,cấp lại giấy chứng nhận đăng ký hộ kinh doanh nộp ở đâu,cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_place,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0487,hồ sơ cấp lại giấy chứng nhận đăng ký hộ kinh doanh gồm những gì,cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0488,cấp lại giấy chứng nhận đăng ký hộ kinh doanh bao nhiêu ngày thì xong,cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0489,cấp lại giấy chứng nhận đăng ký hộ kinh doanh lệ phí bao nhiêu,cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0490,cấp lại giấy chứng nhận đăng ký hộ kinh doanh có mất phí không,cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0491,"Giay phep kinh doanh cua toi bi mat, xin cap lai duoc khong",cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0492,giấy chứng nhận hộ kinh doanh bị cháy thì làm sao,cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,abbrev,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0493,Giấy chứng nhận hộ kinh doanh bị cháy thì làmsao,cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0494,cấp lại giấy chứng nhận đăng ký hộ kinh doanh phí,cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,keyword,medium,1,,get_procedure,get_procedure|search_procedures,1
Q0495,"cho mình hỏi giấy phép kinh doanh của tôi bị mất, xin cấp lại được không",cap_lai_gcn_hkd,cấp lại giấy chứng nhận đăng ký hộ kinh doanh,38,37,Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh,Kinh tế - Hạ tầng và đô thị,colloquial,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0496,Tôi cần công chứng giấy uỷ quyền cho em trai bán xe,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0497,Muốn lập di chúc có người làm chứng thì ra đâu chứng thực,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0498,chứng thực chữ ký và hợp đồng giao dịch có mất phí không,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0499,chứng thực chữ ký và hợp đồng giao dịch làm online được không,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0500,chứng thực chữ ký và hợp đồng giao dịch bao nhiêu ngày thì xong,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0501,hồ sơ chứng thực chữ ký và hợp đồng giao dịch gồm những gì,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0502,chứng thực chữ ký và hợp đồng giao dịch mất bao lâu,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0503,chứng thực chữ ký và hợp đồng giao dịch nộp ở đâu,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0504,chứng thực chữ ký và hợp đồng giao dịch cần giấy tờ gì,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0505,chứng thực chữ ký và hợp đồng giao dịch lệ phí bao nhiêu,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0506,chung thuc chu ky va hop dong giao dich can giay to gi,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0507,chứng thực chữ ký và hợp đồng giao dịch cần gt j,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,abbrev,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0508,chứng thực chữ ký và hợp đồng giao dịch cần giấy tờờ gì,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0509,chứng thực chữ ký và hợp đồng giao dịch phí,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0510,cho hỏi chứng thực chữ ký và hợp đồng giao dịch cần giấy tờ gì,chung_thuc,chứng thực chữ ký và hợp đồng giao dịch,40,39,chứng thực chữ ký - chứng thực Hợp đồng giao dịch/Di chúc,Chứng thực - sao y,colloquial,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0511,"Tôi bán xe rồi, giờ muốn thu hồi đăng ký và biển số",thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0512,Xe cũ hỏng nát muốn nộp lại biển số thì làm sao,thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0513,thu hồi giấy chứng nhận đăng ký và biển số xe bao nhiêu ngày thì xong,thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0514,thu hồi giấy chứng nhận đăng ký và biển số xe cần giấy tờ gì,thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0515,thu hồi giấy chứng nhận đăng ký và biển số xe nộp ở đâu,thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0516,thu hồi giấy chứng nhận đăng ký và biển số xe có mất phí không,thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0517,hồ sơ thu hồi giấy chứng nhận đăng ký và biển số xe gồm những gì,thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0518,thu hồi giấy chứng nhận đăng ký và biển số xe mất bao lâu,thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0519,thu hồi giấy chứng nhận đăng ký và biển số xe làm online được không,thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0520,thu hồi giấy chứng nhận đăng ký và biển số xe lệ phí bao nhiêu,thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0521,Xe cu hong nat muon nop lai bien so thi lam sao,thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0522,xe cũ hỏng nát muốn nộp lại biển số thì làm sao,thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",abbrev,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0523,thu hồi giấy chứng nhận đăng ký và biển số xecần giấy tờ gì,thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0524,thu hồi giấy chứng nhận đăng ký và biển số xe,thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0525,cho e hỏi với thu hồi giấy chứng nhận đăng ký và biển số xe cần giấy tờ gì nhỉ,thu_hoi_bien_so,thu hồi giấy chứng nhận đăng ký và biển số xe,41,40,"Thu hồi giấy chứng nhận đăng ký, biển số xe thực hiện bằng dịch vụ công trực tuyến một phần hoặc trực tiếp tại cơ quan đăng ký xe thực hiện tại cấp trung ương, cấp tỉnh, cấp xã","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",colloquial,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0526,"Tôi vừa mua xe máy mới ở đại lý, đăng ký biển số thế nào",dang_ky_xe_lan_dau,đăng ký xe lần đầu và cấp biển số,42;43;62,41;42;61,"Đăng ký xe lần đầu trực tuyến toàn trình đối với xe nhập khẩu | Đăng ký xe lần đầu trực tuyến toàn trình đối với xe sản xuất lắp ráp trong nước | Đăng ký, cấp biển số xe lần đầu thực hiện tại Cục","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0527,Xe nhập khẩu về đăng ký lần đầu có làm online được không,dang_ky_xe_lan_dau,đăng ký xe lần đầu và cấp biển số,42;43;62,41;42;61,"Đăng ký xe lần đầu trực tuyến toàn trình đối với xe nhập khẩu | Đăng ký xe lần đầu trực tuyến toàn trình đối với xe sản xuất lắp ráp trong nước | Đăng ký, cấp biển số xe lần đầu thực hiện tại Cục","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0528,đăng ký xe lần đầu và cấp biển số lệ phí bao nhiêu,dang_ky_xe_lan_dau,đăng ký xe lần đầu và cấp biển số,42;43;62,41;42;61,"Đăng ký xe lần đầu trực tuyến toàn trình đối với xe nhập khẩu | Đăng ký xe lần đầu trực tuyến toàn trình đối với xe sản xuất lắp ráp trong nước | Đăng ký, cấp biển số xe lần đầu thực hiện tại Cục","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0529,đăng ký xe lần đầu và cấp biển số cần giấy tờ gì,dang_ky_xe_lan_dau,đăng ký xe lần đầu và cấp biển số,42;43;62,41;42;61,"Đăng ký xe lần đầu trực tuyến toàn trình đối với xe nhập khẩu | Đăng ký xe lần đầu trực tuyến toàn trình đối với xe sản xuất lắp ráp trong nước | Đăng ký, cấp biển số xe lần đầu thực hiện tại Cục","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0530,đăng ký xe lần đầu và cấp biển số bao nhiêu ngày thì xong,dang_ky_xe_lan_dau,đăng ký xe lần đầu và cấp biển số,42;43;62,41;42;61,"Đăng ký xe lần đầu trực tuyến toàn trình đối với xe nhập khẩu | Đăng ký xe lần đầu trực tuyến toàn trình đối với xe sản xuất lắp ráp trong nước | Đăng ký, cấp biển số xe lần đầu thực hiện tại Cục","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0531,đăng ký xe lần đầu và cấp biển số nộp ở đâu,dang_ky_xe_lan_dau,đăng ký xe lần đầu và cấp biển số,42;43;62,41;42;61,"Đăng ký xe lần đầu trực tuyến toàn trình đối với xe nhập khẩu | Đăng ký xe lần đầu trực tuyến toàn trình đối với xe sản xuất lắp ráp trong nước | Đăng ký, cấp biển số xe lần đầu thực hiện tại Cục","Đăng ký, quản lý phương tiện giao thông cơ giới đường bộ",facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
